blockchain,project,version,pool_contract,uni_fork_flag,fee,token_pair,volume,vol_pct_per_chain,cum_vol_pct_per_chain,tx_count,token0,token1,token0_symbol,token1_symbol,token0_decimal,token1_decimal,example_hash
base,uniswap,3,0xec9259978b2007e190b6f6eb821ad47b9857cd3d,v3,10000,ROOST-WETH,270690906.0181867,0.0009235300522157661,0.6453271733203835,193417,0x4200000000000000000000000000000000000006,0xe1abd004250ac8d1f199421d647e01d094faa180,WETH,ROOST,18,18,0xffff76829a90f00d6f0177be2ac33bf87a60329b02abf8d0d410493b2c683534
arbitrum,solidly,3,0xadf56f4966f965d1759ecd3d63028d610e773817,v3,1,USDC-USDT,270589808.58175117,0.0010141905273155817,0.9001161494757893,353637,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,USDC,USDT,6,6,0xffffba70cac0027afd03b697b90296991217a64c88331d7ba645e59fa125b99a
arbitrum,integral,size,0x12b8bc27ca8a997680f49d1a6fc1d93d552aacbe,v2,3000,USDC-WETH,264864155.93524742,0.0009927303595907908,0.9011088798353801,99740,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xaf88d065e77c8cc2239327c5edb3a432268e5831,WETH,USDC,18,6,0xfffff47d68d42b71f2f079f6910cb9f046a1dc988c78e179808747839e13f044
base,uniswap,3,0x62d16ec2a8579c6080a04aa00a45c7c19859394c,v3,500,FART-WETH,261754603.69010252,0.0008930416110742784,0.6462202149314578,170570,0x4200000000000000000000000000000000000006,0xa28dc89270355c129cb7a3070094ffb1859cc6f1,WETH,FART,18,18,0xffffc5186673e3a38e5f5a6b3bcd763a85f5ed1b98bc9436ce1fb337d0fd7c7d
base,uniswap,2,0xb08a99ab559e5456907278727a3b0d968c0a313b,v2,3000,$mfer-WETH,261037851.7061853,0.0008905962315568434,0.6471108111630146,288932,0x4200000000000000000000000000000000000006,0xe3086852a4b125803c815a158249ae468a3254ca,WETH,$mfer,18,18,0xffff9b20d1dbfd2d631fe9c1b8632fa48dd327c6f0617304a52fac3dcee960de
base,pancakeswap,3,0x29ed55b18af0add137952cb3e29fb77b32fce426,v3,100,USDbC-USDC,253450455.04029903,0.0008647099210704583,0.6479755210840851,420108,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USDC,USDbC,6,6,0xffffcb5d50d6a8b86ed66f04bf23dcfb01b4cdfe5b3436732af3bdd272ebf4ad
arbitrum,uniswap,3,0x48b0ab72c2591849e678e7d6f272b75ef9b863f7,v3,100,rsETH-WETH,251190120.08088392,0.0009414790663275441,0.9020503589017077,107875,0x4186bfc76e2e237523cbc30fd220fe055156b41f,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,rsETH,WETH,18,18,0xffff904d5405c07742d2e5b08667c00deced5ffed8e2abbcb8e3abc3a4fa53a1
arbitrum,trader_joe,2.1,0xde568fd89b3349a766f45d5ab2a7c0510f476a80,v2,,USDC-USDC,250194155.18781573,0.0009377461165709258,0.9029881050182786,297441,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,0xaf88d065e77c8cc2239327c5edb3a432268e5831,USDC,USDC,6,6,0xffff7194f897fce8c5213a59295797996fb2e6746b556664fef27fb262981077
base,baseswap,3,0x88492051e18a65fe00241a93699a6082ae95c828,v3,80,USDbC-USDC,248656609.90014297,0.0008483545136512479,0.6488238755977364,294641,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USDC,USDbC,6,6,0xffff741c03216445064ed697688d48db66cc358897e7a9e802a30cb29ae6c76c
base,pancakeswap,3,0xb94b22332abf5f89877a14cc88f2abc48c34b3df,v3,100,cbBTC-USDC,247189274.81014416,0.0008433483312411392,0.6496672239289775,1034254,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,USDC,cbBTC,6,8,0xfffffbc61118ab3ad0b80581d175f539d0943b8617691ddfaafcfad6cacd2c7d
base,aerodrome,1,0x4a3636608d7bc5776cb19eb72caa36ebb9ea683b,v2,,USD+-USDbC,246733593.6502721,0.0008417936604486815,0.6505090175894261,333572,0xb79dd08ea68a908a97220c76d19a6aa9cbde4376,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,USD+,USDbC,6,6,0xfffff4a8920d795f59fb02132da929d373d0e27e2e9daa3cf7269c4465954ff8
arbitrum,ramses,2,0xf0c318cae06385b0f5cd1623518e304f0eb9d1e6,v3,100,ezETH-WETH,243061514.78462026,0.0009110124551311834,0.9038991174734098,53525,0x2416092f143378750bb29b79ed961ab195cceea5,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,ezETH,WETH,18,18,0xffffd5fd8040332d06d75ed795401f5409622b2bcff997be0e177d01abe1040e
base,uniswap,2,0x16905890a1d02b6f824387419319bf4188b961b0,v2,3000,BENJI-WETH,240470416.0075162,0.0008204252559443117,0.6513294428453704,829438,0x4200000000000000000000000000000000000006,0xbc45647ea894030a4e9801ec03479739fa2485f0,WETH,BENJI,18,18,0xffffed995d67c0a065d23ea5cc5a4d60ec01bcf6b00652a7766e9ccdc5db3dc0
base,uniswap,2,0x16905890a1d02b6f824387419319bf4188b961b0,v2,3000,BENJI-WETH,240470416.0075162,0.0008204252559443117,0.6513294428453704,829438,0xfbd50b0435125af008f330a2e1f9bbff41ff4199,0x4200000000000000000000000000000000000006,BENJI,WETH,18,18,0xffffed995d67c0a065d23ea5cc5a4d60ec01bcf6b00652a7766e9ccdc5db3dc0
base,uniswap,2,0xd418dfe7670c21f682e041f34250c114db5d7789,v2,3000,GAME-VIRTUAL,238119538.7981184,0.0008124046475541572,0.6521418474929246,106953,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,0x1c4cca7c5db003824208adda61bd749e55f463a3,VIRTUAL,GAME,18,18,0xffff461784d6e0732d28631c74da7eb0806f1cb11ca7d2b40e28f000a7cfc3c9
base,uniswap,3,0xd92e0767473d1e3ff11ac036f2b1db90ad0ae55f,v3,500,USDT-WETH,237547231.45097643,0.0008104520772149305,0.6529522995701396,605914,0x4200000000000000000000000000000000000006,0xfde4c96c8593536e31f229ea8f37b2ada2699bb2,WETH,USDT,18,6,0xffffbddf9a41dbe3c4bf117fda03782b8ae42e09fd61bec4ebd5b478d5afdbbb
base,uniswap,3,0xa213c82265cd3d94f972f735a4f5130e34df81bc,v3,10000,REI-WETH,235793783.7383637,0.000804469749690865,0.6537567693198304,93467,0x4200000000000000000000000000000000000006,0x6b2504a03ca4d43d0d73776f6ad46dab2f2a4cfd,WETH,REI,18,18,0xffff5e85b81fb944112e579d653c48dd325a17ccf4379e86b5eab417f30ea80a
optimism,velodrome,2_cl,0xb187a878dd18f8aa5565a0be2d2f8e989139442d,v3,,USDC-wstETH,235190644.60736838,0.005749659385556246,0.723935966279085,117230,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x1f32b1c2345538c0c6f582fcb022739c4a194ebb,USDC,wstETH,6,18,0xffffe0584919d1cb67ceb3d4045833bc71094b8ba66ec770df369a3e02771a64
base,uniswap,3,0xe2dda0911e227e73d9fd94745b851c8bc6504610,v3,10000,INT-WETH,234953155.49339387,0.0008016017351779619,0.6545583710550084,107754,0x4200000000000000000000000000000000000006,0x968d6a288d7b024d5012c0b25d67a889e4e3ec19,WETH,INT,18,18,0xfffe4a1d4cb44d365ed802e6139971adf4173dbd82e33242453e930427f03879
optimism,uniswap,3,0x1c3140ab59d6caf9fa7459c6f83d4b52ba881d36,v3,3000,OP-USDC,233053208.75372612,0.005697405912049955,0.7296333721911349,336466,0x4200000000000000000000000000000000000042,0x7f5c764cbc14f9669b88837ca1490cca17c31607,OP,USDC,18,6,0xffffe4dec491710ba326bb6d580e4dc662d45799e506696beea12bf1f912f837
base,aerodrome,1,0x89d0f320ac73dd7d9513ffc5bc58d1161452a657,v2,,WELL-WETH,232487043.3968854,0.0007931879740111741,0.6553515590290195,229217,0x4200000000000000000000000000000000000006,0xa88594d404727625a9437c3f886c7643872296ae,WETH,WELL,18,18,0xfffe68ade7915ea0a64ec181c67593739f7a7f2f606a08f3235df1c9f74b503a
optimism,velodrome,2_cl,0x1e60272cadcfb575247a666c11dbea146299a2c4,v3,,OP-WETH,231235155.8373009,0.0056529603303312895,0.7352863325214661,153088,0x4200000000000000000000000000000000000006,0x4200000000000000000000000000000000000042,WETH,OP,18,18,0xfffdc9920523aa37d7fab774fef2779a6cff318c78b409f5ddc7e22aa9a1ee28
base,pancakeswap,3,0x257fcbae4ac6b26a02e4fc5e1a11e4174b5ce395,v3,100,cbETH-WETH,230872826.89747113,0.0007876806687606186,0.6561392396977802,152042,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x4200000000000000000000000000000000000006,cbETH,WETH,18,18,0xffff20db305507bf985549f8f386928aafd176893eab7b9a8d68cce47b48b8a2
base,uniswap,3,0x7c5d638643cf77004482b4bc6f192ddaa4874551,v3,500,PENGU-WETH,227625104.99845535,0.0007766002493290961,0.6569158399471093,137040,0x4200000000000000000000000000000000000006,0xe0bcce4c349f1f31fd5d9b600106e5112e3f214d,WETH,PENGU,18,18,0xffff069660b8a9775451879d2c1abefcb610b26fea9ac79d70bf0bebbf5ffeab
arbitrum,camelot,3,0xe8795cf9c2309ecfe05df028eb0f21d5d6e3a951,v3,,LINK-WETH,227616049.33475164,0.0008531217133056124,0.9047522391867154,149161,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xf97f4df75117a78c1a5a0dbb814af92458539fb4,WETH,LINK,18,18,0xffffb6ee900e91a8824c6b4e34bebb97b5ccb295b1a3ab4104167cf478282589
arbitrum,swaap,2,0xd315a9c38ec871068fec378e4ce78af528c76293,,,USDC-WBTC,225696577.41932297,0.0008459273912271889,0.9055981665779427,84224,,,USDC,WBTC,6,8,0xfffe58d336791517ae00a8a9ab99d85710781cb426ef7761bfbd2e2be50982da
optimism,velodrome,2,0xbc26519f936a90e78fe2c9aa2a03cc208f041234,v2,,sUSD-USDC,225426105.8298642,0.005510947628456253,0.7407972801499224,124290,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,USDC,sUSD,6,18,0xffff772ab207f3ce25efd9c41ef7384feed80fac5803f5ff2e67e2bfd758b373
optimism,uniswap,3,0x252cbdff917169775be2b552ec9f6781af95e7f6,v3,100,sUSD-USDC,218025701.11684948,0.0053300313913919204,0.7461273115413143,115049,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,USDC,sUSD,6,18,0xffff900cd952b69a9c7d932b9c1b4a9b238332ee66745ca2517ffe28742a3d4c
arbitrum,swaap,2,0xd315a9c38ec871068fec378e4ce78af528c76293,,,USDT-WETH,217589352.8860821,0.000815540916705,0.9064137074946477,88132,,,USDT,WETH,6,18,0xffffe303f28f949dc860d2a7b23e53671c442b77f9d2956e280841635f3e97ce
optimism,velodrome,2_cl,0x39ed27d101aa4b7ce1cb4293b877954b8b5e14e5,v3,,VELO-WETH,216444928.4915638,0.005291386554236185,0.7514186980955505,331905,0x4200000000000000000000000000000000000006,0x9560e827af36c94d2ac33a39bce1fe78631088db,WETH,VELO,18,18,0xffffb2dddc09046156a777fe869af232761ef732a917417e49e0ac616644cf3b
base,uniswap,2,0xa8e64fb120ce8796594670bae72279c8aa1e5359,v2,3000,LUNA-VIRTUAL,215324093.93659207,0.0007346322587697603,0.6576504722058791,219003,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,0x55cd6469f597452b5a7536e2cd98fde4c1247ee4,VIRTUAL,LUNA,18,18,0xffff932d02d6058c0b96e4af458b99fe67f7db9bfce8c3f1532a1ce05af05c19
arbitrum,balancer,2,0x32df62dc3aed2cd6224193052ce665dc18165841,,,RDNT-WETH,211778890.1036424,0.0007937628743457672,0.9072074703689934,164405,,,WETH,RDNT,18,18,0xffff5026e2620ea6a07461b989d6668da65575e787249536e83d20ed51086804
arbitrum,balancer,2,0xcdcef9765d369954a4a936064535710f7235110a,,,weETH-wstETH,211111860.87901804,0.0007912627996954969,0.907998733168689,19913,,,wstETH,weETH,18,18,0xfffeed30e90ca537f30a62985ffd0a6fd6bde914f779ba6e6249861ea61da79a
arbitrum,ramses,2,0x89725fa49b167d18f20f7386d898d9e85ee550b5,v3,100,weETH-WETH,210854038.68840113,0.0007902964631404511,0.9087890296318294,29033,0x35751007a407ca6feffe80b3cb397736d2cf4dbe,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,weETH,WETH,18,18,0xfffece834dcab4bdddfe6d058982c86eb1c64d079989bcf899decb3681d82788
base,aerodrome,1,0x7f670f78b17dec44d5ef68a48740b6f8849cc2e6,v2,,AERO-WETH,208856309.95023495,0.0007125657883053282,0.6583630379941845,4679252,0x4200000000000000000000000000000000000006,0x940181a94a35a4569e4529a3cdfb74e38fd98631,WETH,AERO,18,18,0xffffff48d155b1705755fa39bb3f1227d107ec64ddc42375f4193a4eff0df496
base,uniswap,3,0x8055e6de251e414e8393b20adab096afb3cf8399,v3,10000,SPEC-WETH,206016722.9815042,0.0007028778237553595,0.6590659158179398,124917,0x4200000000000000000000000000000000000006,0x96419929d7949d6a801a6909c145c8eef6a40431,WETH,SPEC,18,18,0xfffed53170f5265c13bc0cd12ea91b3669e9a66191f997610c467493c908e2bd
base,aerodrome,slipstream,0x2ae9df02539887d4ebce0230168a302d34784c82,v3,,bsdETH-WETH,205125557.67754412,0.000699837389365429,0.6597657532073052,25790,0x4200000000000000000000000000000000000006,0xcb327b99ff831bf8223cced12b1338ff3aa322ff,WETH,bsdETH,18,18,0xfffd0fe27c20b2191536b3466709db5790eea129e6fbb081c50babf5425ec2d7
base,aerodrome,1,0xf213f2d02837012dc0236cc105061e121bb03e37,v2,,DOLA-USDC,204849415.79798755,0.000698895261947123,0.6604646484692523,65814,0x4621b7a9c75199271f773ebd9a499dbd165c3191,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,DOLA,USDC,18,6,0xfffccc2a98896d4cc5e447b189eb09d087b5fa5773667488b1ed6a8f95b6e988
optimism,uniswap,3,0xbf16ef186e715668aa29cef57e2fd7f9d48adfe6,v3,100,DAI-USDC,204205645.34801415,0.004992175208834796,0.7564108733043853,181415,0x7f5c764cbc14f9669b88837ca1490cca17c31607,0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,USDC,DAI,6,18,0xffffeaa96e48fcbaa6c341b38f0beb720ca5514537807d4b5e150b030990f0d1
base,swaap,2,0x03c01acae3d0173a93d819efdc832c7c4f153b06,,,cbBTC-USDC,202604894.71087378,0.0006912375141961058,0.6611558859834484,88069,,,cbBTC,USDC,8,6,0xffff45bee64f75c38a5bf7d03fd802c2c0b7fe7c26f7f14aeee0d037c0d235a2
base,pancakeswap,3,0x1ca42c7219f0cb1b67927e26502320cb98f725bd,v3,100,EURC-USDC,201560323.79542997,0.0006876736980107993,0.6618435596814592,178477,0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,EURC,USDC,6,6,0xffffd83bc1cc3a6d3b1320b4c927af80987fc480db36a66719d1eefb70e47ba3
arbitrum,pancakeswap,3,0x3c2bf5c0be7be4919fae1330b748e89f165259d7,v3,100,axlUSDC-USDC,200446122.097929,0.0007512868253773997,0.9095403164572068,170278,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xeb466342c4d449bc9f53a865d5cb90586f405215,USDC,axlUSDC,6,6,0xffffdae387cf26de8b716403941f5126ee897282b344b7df1c97703a995dad29
base,uniswap,3,0xadad4ce0c68f50a19cf5063e0b91d701daab1df1,v3,10000,MIGGLES-WETH,199946531.61946434,0.0006821678404463239,0.6625257275219055,155844,0x4200000000000000000000000000000000000006,0xb1a03eda10342529bbf8eb700a06c60441fef25d,WETH,MIGGLES,18,18,0xffff4c472d5022cccc88a8c02fe436300b564c7e4bc4a5aa13a33f2fb140c94b
arbitrum,pancakeswap,3,0x0d7c4b40018969f81750d0a164c3839a77353efb,v3,500,ARB-WETH,199007409.3951193,0.000745894424228347,0.9102862108814351,467356,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,WETH,ARB,18,18,0xfffffbbb0c934271b49703c81fd0568f7bf82de6ace7016d36bd31be91477a35
optimism,velodrome,2_cl,0x516d6c9a965292209e29b342a0534c460a4de766,v3,,USDC-USDT,198958278.48866093,0.004863893864299582,0.7612747671686848,78633,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x94b008aa00579c1307b0ef2c499ad98a8ce58e58,USDC,USDT,6,6,0xfffedc70152edeeb146fa928841d51c248fc53aae6f68959ae823b8c2e22b570
optimism,uniswap,3,0xe2101d19b78e695982975cc1a27b6a9117e02b09,v3,500,sUSD-USDC,197023362.44711557,0.004816591352768533,0.7660913585214534,71933,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,USDC,sUSD,6,18,0xfffffb53c0eed8a5bb31ceaac6d123625e6d86e788d10b89cc0079be324c6426
base,maverick,2,0x744d441ed6a00d59ea1e3fdbad2b10d9a869c92f,v3,,WETH-wstETH,196073144.25674888,0.0006689528060517065,0.6631946803279573,72916,0x4200000000000000000000000000000000000006,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,WETH,wstETH,18,18,0xfffeedcbbd4f07d7d6256a1bcbdb13c725344bc521f66c3ba78e685e222a4767
base,uniswap,3,0xd82403772cb858219cfb58bfab46ba7a31073474,v3,10000,KEYCAT-WETH,195296073.86675128,0.0006663016351335316,0.6638609819630907,146323,0x4200000000000000000000000000000000000006,0x9a26f5433671751c3276a065f57e5a02d2817973,WETH,KEYCAT,18,18,0xffff40f49e630641d22dceec960c47601d18e7e15bea96d3e809a0e0fa89ebdf
base,swaap,2,0x03c01acae3d0173a93d819efdc832c7c4f153b06,,,VIRTUAL-WETH,194355480.69543344,0.0006630925651525748,0.6645240745282434,123275,,,WETH,VIRTUAL,18,18,0xffff765942a53b538b809ed9acff68a608fc99c722240339c8846cb892251c17
arbitrum,swaap,2,0xd315a9c38ec871068fec378e4ce78af528c76293,,,USDC-USDT,194326219.21714565,0.0007283489787441011,0.9110145598601792,31770,,,USDT,USDC,6,6,0xfffeaed0e8fad678592c2a3a902d01d7d566add70b1104725b1853c95dfc8f50
base,uniswap,3,0x8b6232674559a81e01349d2df3430ca543d8d196,v3,500,DOGE-WETH,193434482.89304566,0.000659950349697163,0.6651840248779405,139370,0x4200000000000000000000000000000000000006,0xa8334525aa440a27826b915547f32f7f9d0b0503,WETH,DOGE,18,18,0xffff35f785ac91ba018850c80e7cf82289c744128e33a571578c8674902710c9
arbitrum,uniswap,3,0x446bf9748b4ea044dd759d9b9311c70491df8f29,v3,3000,RDNT-WETH,193327199.53327912,0.0007246045794066327,0.9117391644395858,197396,0x3082cc23568ea640225c2467653db90e9250aaa0,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,RDNT,WETH,18,18,0xfffff163d96371c55d0966688242e253c2bf593ab021d198fa92fac88597894e
arbitrum,uniswap,3,0x74d0ae8b8e1fca6039707564704a25ad2ee036b0,v3,3000,GRT-WETH,193101255.44140965,0.0007237577243130207,0.9124629221638988,534285,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x9623063377ad1b27544c965ccd7342f7ea7e88c7,WETH,GRT,18,18,0xfffff4daddd61a668d7bb6fb508c1479c9fb8b833253b5a4db49ec8871a4021f
arbitrum,uniswap,3,0xc82819f72a9e77e2c0c3a69b3196478f44303cf4,v3,3000,USDT-WETH,192935434.47579297,0.0007231362151237419,0.9131860583790226,272767,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xfd086bc7cd5c481dcc9c85ebe478a1c0b69fcbb9,WETH,USDT,18,6,0xffffa722ecbc86d77fd80b6ceb438692b4d4ea3559db6d41ced293574af379c7
arbitrum,pancakeswap,3,0x11d53ec50bc8f54b9357fbfe2a7de034fc00f8b3,v3,100,ARB-WETH,191179514.48078927,0.0007165548976861387,0.9139026132767087,1384775,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0x912ce59144191c1204e64559fe8253a0e49e6548,WETH,ARB,18,18,0xfffff1d5032b49445bd7bc94cb93264722d4c0e6ebe66fa9231b1ce0cf444ac1
base,sushiswap,1,0x24605e0bb933f6ec96e6bbbcea0be8cc880f6e6f,v2,3000,NORMIE-WETH,190599289.6722073,0.0006502773755223056,0.6658343022534627,354204,0x4200000000000000000000000000000000000006,0x7f12d13b34f5f4f0a9449c16bcd42f0da47af200,WETH,NORMIE,18,9,0xfffffb4c14c267ec262e651bc258f61c5f93997f4f3ff9325bf1f0d23a7132a8
base,sushiswap,1,0x24605e0bb933f6ec96e6bbbcea0be8cc880f6e6f,v2,3000,NORMIE-WETH,190599289.6722073,0.0006502773755223056,0.6658343022534627,354204,0x4200000000000000000000000000000000000006,0x7f12d13b34f5f4f0a9449c16bcd42f0da47af200,WETH,NORMIE,18,9,0xfffffb4c14c267ec262e651bc258f61c5f93997f4f3ff9325bf1f0d23a7132a8
base,uniswap,3,0x6c561b446416e1a00e8e93e221854d6ea4171372,v3,3000,USDC-WETH,190554089.93192032,0.0006501231652493364,0.6664844254187121,249467,0x4200000000000000000000000000000000000006,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,WETH,USDC,18,6,0xffffd2c349d6c60a085ba03b118dffd555aba232f6ec9a1a97640e31bfd8ddb7
base,uniswap,3,0xa9dafa443a02fbc907cb0093276b3e6f4ef02a46,v3,100,cbETH-WETH,187346169.44731024,0.0006391785383454058,0.6671236039570575,154075,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x4200000000000000000000000000000000000006,cbETH,WETH,18,18,0xffffaf247eabccfa42b41717938d0ec200ba61f1d9506396d398f1c1c67ef6a6
base,aerodrome,slipstream,0x3f0296bf652e19bca772ec3df08b32732f93014a,v3,,VIRTUAL-WETH,186514662.94536382,0.0006363416449511788,0.6677599456020087,307844,0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,0x4200000000000000000000000000000000000006,VIRTUAL,WETH,18,18,0xffffcb3333f03c1d1ebc5651fbec2844e08eae30fe782d36c586b8cdd3f0b02f
base,maverick,2,0xb9977af7dfae32c1633cfe9366e1d763caffdacf,v3,,WETH-wstETH,186001595.36113602,0.0006345911859504605,0.6683945367879591,79291,0x4200000000000000000000000000000000000006,0xc1cba3fcea344f92d9239c08c0568f6f2f0ee452,WETH,wstETH,18,18,0xfffded5bcf6261fc9e4e8481ce2acf015e27bd6d97b90d0c004163885ccd0067
base,uniswap,3,0x60f5ebcd70de974afaf9e88fcc8a8bbc2cafcda3,v3,500,WETH-WOT,185785555.54076615,0.000633854111811097,0.6690283908997702,163689,0x4200000000000000000000000000000000000006,0x8c3ed1f4d142965d19e0db48ae189dd9448ad95a,WETH,WOT,18,18,0xfffeb81a6f65b2a80ff003c3e3a68835337aa71f714e406c964f7db273b98910
base,aerodrome,slipstream,0xcf88b8bf7ccce2d836878e538197eb20fc673bce,v3,,USDz-WETH,185761861.95534635,0.0006337732751900897,0.6696621641749603,497342,0x04d5ddf5f3a8939889f11e97f8c4bb48317f1938,0x4200000000000000000000000000000000000006,USDz,WETH,18,18,0xfffff4bd1bd33dcd86260b4a63ea34c3863568a299fb979c9814e587700268a0
arbitrum,ramses,2,0x05ba720fc96ea8969f86d7a0b0767bb8dc265232,v3,10000,WETH-ZRO,185490204.2531728,0.0006952309440233939,0.9145978442207321,214781,0x6985884c4392d348587b19cb9eaaf157f13271cd,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,ZRO,WETH,18,18,0xfffffe4c3f472480d8c3ae132e8dc7ef55a9098c1aa74a9c41b43a7c76da1337
arbitrum,uniswap,3,0x7548bd60cb8f627a9b8ed94f8ca174348dbe6a05,v3,100,USD+-USDC,185326641.8842227,0.000694617900220732,0.9152924621209528,275299,0xaf88d065e77c8cc2239327c5edb3a432268e5831,0xe80772eaf6e2e18b651f160bc9158b2a5cafca65,USDC,USD+,6,6,0xffffd5a47f9c97d29e6c41b3b9571b5f3274153e0bc469156064496ac0d44360
optimism,woofi,1,0xed9e3f98bbed560e66b89aac922e29d4596a9642,,,USDC-WETH,185220480.91624802,0.004528048631675813,0.7706194071531292,86402,,,USDC,WETH,6,18,0xfffebafe8387a6f0cc7f315fe65bd4ca963c0b050602b6a97801237d10562f4d
base,maverick,1,0x7bc54990b4bd2ebb516729477e1d59d2a8f2ca86,v3,20000000000000,USD+-USDC,185077903.8265,0.0006314397801505319,0.6702936039551108,221937,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xb79dd08ea68a908a97220c76d19a6aa9cbde4376,USDC,USD+,6,6,0xffffcefd6e9c19e57e3794d28dc78bc42bea84cb7d87a4ac112d2dc7be005bcd
optimism,velodrome,2_cl,0x319c0dd36284ac24a6b2bee73929f699b9f48c38,v3,,WBTC-WETH,184448358.94528708,0.00450917271786325,0.7751285798709924,252873,0x4200000000000000000000000000000000000006,0x68f180fcce6836688e9084f035309e29bf0a2095,WETH,WBTC,18,8,0xfffff8058efbd95ae1b8604947c120600524df3bba925ed608a1e9964b1477ce
optimism,velodrome,2_cl,0xe60c3f1cf43ef4bc18b2bacbe26447716691ad35,v3,,sUSD-USDC,184132808.2991811,0.004501458513341934,0.7796300383843343,48654,0x0b2c639c533813f4aa9d7837caf62653d097ff85,0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,USDC,sUSD,6,18,0xffffc0b7988b7aae94de26ac74a0912b0608bdafef4ec5fd2645bbc060f5c7e9
base,maverick,1,0xdcc8a6ba71a6c0053cbb32f935e9b4b64d465ea3,v3,20000000000000,DAI-USDbC,183824897.0801862,0.0006271648327469714,0.6709207687878578,332651,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,DAI,USDbC,18,6,0xfffffa7a7c9b61330ff6df8243975fd5a55815df0bf8dcf67a8e9686e367050f
base,swaap,2,0x03c01acae3d0173a93d819efdc832c7c4f153b06,,,cbBTC-WETH,183788189.72838166,0.0006270395963915008,0.6715478083842493,116590,,,cbBTC,WETH,8,18,0xffff9638845a1ff2d55dd3f69a13c7b614708195304ca359176f94786cd76462
arbitrum,uniswap,3,0x17c14d2c404d167802b16c450d3c99f88f2c4f4d,v3,3000,USDC-WETH,183137639.85841575,0.00068641335944189,0.9159788754803947,200633,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,0xff970a61a04b1ca14834a43f5de4533ebddb5cc8,WETH,USDC,18,6,0xfffffd6ed4046e37c0c154b9ab22b6781800679065e68367b73118e92889ec22
arbitrum,sushiswap,1,0xb7e50106a5bd3cf21af210a755f9c8740890a8c9,v2,3000,MAGIC-WETH,182598997.30168468,0.0006843944874765748,0.9166632699678713,336122,0x539bde0d7dbd336b79148aa742883198bbf60342,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,MAGIC,WETH,18,18,0xffffd466e98bb40ee17d3fad130b13ec46e04024115c95778aeecc1e386c6198
arbitrum,sushiswap,1,0xb7e50106a5bd3cf21af210a755f9c8740890a8c9,v2,3000,MAGIC-WETH,182598997.30168468,0.0006843944874765748,0.9166632699678713,336122,0x539bde0d7dbd336b79148aa742883198bbf60342,0x82af49447d8a07e3bd95bd0d56f35241523fbab1,MAGIC,WETH,18,18,0xffffd466e98bb40ee17d3fad130b13ec46e04024115c95778aeecc1e386c6198
